Subject,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Thumb Image,Template Title,Template Summary,New Test Text,Tags,Brand,Category,Set Date,Sender,Meta Title,Meta Description
Apollo Data Request Complete,inactivity-nudge-from-apollo-jonathan-dont-miss-your-quota-01232024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689f06c2cd0958de7d04e1d0,false,false,Fri Aug 15 2025 10:06:58 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:52 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f06c2cd0958de7d04e1cb_78a8eac1-5cf0-433e-83d9-df76d7ea6732.png,Apollo email 20,"This email from Apollo notifies the user that their data request for contact verification is complete, detailing the number of contacts found, credits used, and verification status of emails. The email includes links to download the contact CSV, view contacts directly, and educational resources explaining the verification process. The tone is informative and encouraging, guiding users toward next steps such as automating outreach sequences and leveraging LinkedIn integration.",,activity-update,apollo-io,educate-engage,Tue Jan 23 2024 16:06:00 GMT+0000 (Coordinated Universal Time),Apollo,Activity Update from Apollo | Educate & Engage,Apollo completed your data request for 1052 contacts with 918 verified emails using 903 credits. Download your CSV and automate outreach now.
Apollo's AI & A/B Magic 💌,inactivity-nudge-from-apollo-did-we-lose-you-01082024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689ef98fef8d5ddcd558e4eb,false,false,Fri Aug 15 2025 09:10:39 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 16:06:36 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/693bee2f38eacb9d0488d688_692d68d57d7c6572c42f1fcb_inactivity%2520nudge%2520apollo.png,Apollo email 03,"This email from Apollo.io is designed to encourage users to enhance their email outreach by leveraging Apollo's AI tools for crafting and optimizing email sequences with A/B testing. The structure includes a friendly, motivational tone opening, instructional content with video resources, and multiple clear call-to-action links leading back to the platform and to schedule sales conversations. The tone is upbeat and supportive, emphasizing personalization and the art of sales alongside data-driven strategies.",,product-education; feature-usage-nudge; video,apollo-io,onboard-free-user,Mon Jan 08 2024 08:33:00 GMT+0000 (Coordinated Universal Time),Josh from Apollo,Product Education from Apollo | Onboard Free User 3,"Apollo email encourages Jonathan to elevate outreach with AI-driven copywriting and A/B testing, blending data precision with personal touch for better connections."
Apply styles to your custom character,feature-usage-nudge-from-freepik-08212025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b15c88c53d78422827fa89,false,false,Fri Aug 29 2025 07:53:44 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 15:05:55 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68b15c88c53d78422827fa6b_f1ce3895-c36b-4913-bb7a-a03c253f89ec.png,Freepik email 43,"This marketing email invites recipients to create and customize avatars using various premade styles. It is visually rich with many links to different style options, AI tools, and community platforms to engage users further. The tone is playful and encouraging, aimed at inspiring creativity and user interaction through easy-to-use avatar customization features.",,feature-usage-nudge,freepik,educate-engage,Thu Aug 21 2025 13:54:00 GMT+0000 (Coordinated Universal Time),Freepik team,Feature Usage Nudge from Freepik | Educate & Engage 2,"Freepik offers an intuitive avatar creator with premade styles for customization. Explore, create, and edit avatars with no complex prompts. Join the creative community."
"Are you a female founder? You can win £15,000 to spend on Fiverr",usage-expansion-from-fiverr-08222024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68bb3520731fc6e2e1c6082e,false,false,Fri Sep 05 2025 19:08:16 GMT+0000 (Coordinated Universal Time),Sat Feb 07 2026 17:32:13 GMT+0000 (Coordinated Universal Time),Sat Feb 07 2026 18:37:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68bb3520731fc6e2e1c6080e_277df6bb-990f-43a8-a703-ee9c60210ce9.png,Fiverr email 40,,"<p id="""">This SaaS email from Fiverr announces the return of its annual Female Founders Competition, targeting UK-based women entrepreneurs. The email uses a clean, image-supported layout with a direct call to action encouraging recipients to learn more and enter the competition for mentorships and Fiverr credits.</p><p>‍</p><p id="""">The tone is motivational and supportive, emphasizing opportunity and community engagement while including multiple social media and policy links for further interaction and credibility.</p><p>‍</p>",usage-expansion,fiverr,educate-engage,Thu Aug 22 2024 18:14:00 GMT+0000 (Coordinated Universal Time),Fiverr,Usage Expansion from Fiverr | Educate & Engage 7,"Join Fiverr's Female Founders Competition for UK women entrepreneurs. Win £15,000 Fiverr credit & mentorship to grow your business. Apply now!"
"Are you already using a scheduling tool, Jonathan?",video-from-calendly-09032024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6899eccb0eeb4290cd8a243a,false,false,Mon Aug 11 2025 13:14:51 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:20:10 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6899eccb0eeb4290cd8a2435_70e424fb-21af-4065-98b7-95e6a6bc10c1.png,Calendly email 47,"This is a marketing email from Calendly aimed at teams currently using a scheduling tool, encouraging them to consider switching to Calendly. The email opens with an empathetic acknowledgment of the difficulties in switching tools, then highlights key features such as routing, advanced team scheduling, integrations, and ease of use. It includes a call-to-action to watch a video about integration with existing tech stacks and uses a friendly and supportive tone throughout, reinforcing Calendly's value proposition and readiness to assist.",,re-engage-cancelled-users; video,calendly,win-back-churned-user,Tue Sep 03 2024 16:01:00 GMT+0000 (Coordinated Universal Time),The Calendly Team,Video from Calendly | Win Back Churned User,"Calendly helps Digi Storms team switch to scheduling automation with features for routing, team scheduling, integrations, and ease of use for faster goals."
Are you making this Google Ads mistake?,product-education-from-semrush-06102024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b173e0fc79f4ff98ebadde,false,false,Fri Aug 29 2025 09:33:20 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:17:24 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68b173e0fc79f4ff98ebadd9_ca657bb7-4bd1-42ea-a0a0-61705a4ace2d.png,Semrush email 21,"This email promotes Semrush's Ads Launch Assistant tool designed to help small business owners optimize their Google Ads campaigns through strategic keyword research. It systematically explains common mistakes in keyword selection and underscores the benefits of using their AI-powered keyword suggestion tool. The structure is clear with visual icons and calls to action linking to further resources and social media, employing a helpful and encouraging tone to engage users.",,product-education; feature-usage-nudge,semrush,educate-engage,Mon Jun 10 2024 11:27:00 GMT+0000 (Coordinated Universal Time),Semrush Team,Product Education from Semrush | Educate & Engage,Semrush Ads Launch Assistant helps small businesses avoid keyword mistakes in Google Ads with AI-powered suggestions for better campaign success.
Are you truly leveraging your PhantomBuster account?,phantom-busters--are-you-truly-leveraging-your-phantombuster-account-from-phantom-busters-03012025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686ff8b71e525b5128261d7b,false,false,Thu Jul 10 2025 17:30:31 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 14:45:24 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686ff8b71e525b5128261d62_eb44354e-6770-453c-8cc6-633ff7324640.png,from Phantom Busters,"This email is a marketing communication from PhantomBuster aimed at existing users to increase engagement and feature utilization. It is structured with an introduction, followed by three highlighted ways to leverage the platform's resources for lead generation, including AI credits, email enrichment, and an in-app resource center. The tone is informative, encouraging, and supportive, with visual elements and multiple CTAs directing users to try features, access resources, or seek help.",,inactivity-nudge; feature-usage-nudge,phantom-busters,onboard-free-user,Sat Mar 01 2025 17:18:00 GMT+0000 (Coordinated Universal Time),John at PhantomBuster,from John at PhantomBuster 6,"Discover how PhantomBuster's AI Credits, email enrichment, and resource center enhance lead generation and personalized outreach for growth."
Attn: Your Teams trial has expired,webinar-invitation-from-calendly-02062024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6899caac668196c678684388,false,false,Mon Aug 11 2025 10:49:16 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:21:00 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6899caab668196c678684374_b670a548-53c1-47ca-97cc-41901b5c4841.png,Calendly email 19,"This email serves as a notification to inform the user that their Calendly Teams trial has expired and encourages them to upgrade to a paid plan. It outlines the key features that are no longer accessible without upgrading, such as scheduling with multiple event types, sending custom reminders, and calendar availability checks. The structure includes a personal greeting, benefits list, clear call-to-action links to upgrade, and a professional yet urgent tone aimed at driving conversion.",,trial-expired-upgrade; upgrade-cta,calendly,onboard-free-user,Wed Feb 07 2024 15:04:00 GMT+0000 (Coordinated Universal Time),The Calendly Team,Trial Expired - Upgrade from Calendly | Onboard Free User,"Calendly notifies Jonathan about his expired Teams trial and invites him to upgrade for multi-event scheduling, custom reminders, and calendar integrations."
August Product Updates,product-update-from-semrush-08072024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b1763397bdf317dc0b2138,false,false,Fri Aug 29 2025 09:43:15 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:16:44 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68b1763397bdf317dc0b20ce_851c3ab1-a2df-484b-9ca6-70bd6ed9bcd9.png,Semrush email 33,"This email from Semrush serves as a product update and promotional communication, highlighting new features and tools designed to boost business marketing efforts. Structurally, it presents several sections with visuals and links, including tools for generating customer review links, TikTok video posting, consolidated reporting, and an AI content app that learns a brand's voice. The tone is enthusiastic and professional, aimed at engaging users to try new features and enhance their marketing strategies.",,product-update; content-engagement,semrush,announce-new-features,Wed Aug 07 2024 10:39:00 GMT+0000 (Coordinated Universal Time),Semrush Team,Product Update from Semrush | Announce New Features,"Discover Semrush's latest features: free review link generator, TikTok posting, brand voice AI, and consolidated marketing reports to grow your business."
Automate away hours of work in Jira every month,inactivity-nudge-from-jira-08122025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689ef4d749bc7c074800aa66,false,false,Fri Aug 15 2025 08:50:31 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 13:26:15 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689ef4d749bc7c074800aa58_e2012ef1-9b39-42b4-9802-c5360f995605.png,Jira email 02,"This email from Atlassian promotes Jira automation features designed to save users time and effort by automating repetitive project management tasks. It is structured with a friendly and encouraging tone, highlighting popular automation use cases with clear examples, providing direct links for users to add more issues or schedule a personal session with an expert. The email also includes branded visuals and standard footer elements with contact details and subscription preference options.",,inactivity-nudge; re-engage-downgraded-users,jira,win-back-churned-user,Sat May 24 2025 15:53:00 GMT+0000 (Coordinated Universal Time),Ashly Crow,Inactivity Nudge from Jira | Win Back Churned User 3,"Atlassian's Jira automation saves time by handling repetitive tasks like auto-assigning, syncing tasks, linking issues, and notifying teammates, boosting project efficiency."
Automate pipeline creation with Sequences 🤖,course-from-apollo-why-no-one-is-responding-to-your-cold-emails-80ylr-02212024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689efb2b65f885283cb74989,false,false,Fri Aug 15 2025 09:17:31 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 15:30:52 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689efb2b65f885283cb74984_ba9a4a8a-9462-40dd-8e48-d125bae3e30b.png,Apollo email 10,"This is a SaaS lifecycle email from Apollo.io aimed at encouraging users who have saved a search and connected their inbox to start using the Sequences feature for outreach automation. The email is structured with a clear call to action to create a Sequence, supported by bullet points highlighting benefits like automation, personalization, and performance tracking. The tone is motivating and supportive, offering guided setup links and live chat support to ease the user's onboarding and maximize engagement.",,feature-usage-nudge; product-education,apollo-io,onboard-free-user,Wed Feb 21 2024 20:06:00 GMT+0000 (Coordinated Universal Time),Apollo,Feature Usage Nudge from Apollo | Onboard Free User 2,"Supercharge your outreach with Apollo Sequences. Automate multi-step emails, personalize at scale, and track performance for better meetings."
